sentence,payment_label
But you will assure me that you will take 30% of the fund and use 70% to the orphanage homes in your country and other countries for my heart to rest.This money is still with them and the management just wrote me as the true owner to come forward to receive the money for keeping it so long or rather issue a letter of authorization to somebody to receive it on my behalf since I cannot come over because of my illness or they get it confiscated.,1.0
Your Mercedes Benz Online Lottery Draw Reference Claim Code: (A4708).,1.0
I understand you will need to wait an additional 72 hours before your office can take action.,0.0
Reply along with your direct phone and fax number where I can alternatively reach you on.,0.0
Your cell phone number,0.0
You will receive an email with your Logon ID for ASAP.gov and a separate email with instructions for setting your password.,0.0
"Following to your request, on Monday, October 21, 2019 we provided you with the quote",0.0
Routing # 111000025; Account # 488005772586,1.0
This is Miss Deborah Eddie from Trinidad &Tobago.,0.0
Phone number:+852 8191 4829,0.0
Please let me know the details you need,0.0
"I am also copying my neighbors, Mr. James Wright and Mr. Michael Abidi who can attest to this situation.",0.0
depositor of this fund.,1.0
Your user name is: McGee-Davies,0.0
should be treated as such.,0.0
US Foods Quality Assurance,0.0
"On Fri, Nov 8, 2019 at 2:35 PM Barthelemy, Amber <",0.0
For more company news visit:,0.0
Your Compensation Fund has been APPROVED by the Board for immediately payment.,1.0
"Once I receive the information, I will send you paperwork for a confirmed appointment at the Sheriff’s Office for fingerprinting.",0.0
PROMOTING INTERNET USAGE OVER THE GLOBE,0.0
and i'm 72 Years old.,0.0
My company urgently needs a product that is used for filtering water but the product is now scarce in the Europe market.,0.0
Please remember that payrolls must be received in our office by 10:00 AM PT two banking days prior to your pay date in order to ensure your employees receive Direct Deposit on their pay date.,1.0
– Currently offering an equity stake or revenue share or preferential investment terms in exchange for a seed and it is possible to buy the company in its entirety and keep the existing team in place.,1.0
And every time I know your new password!,0.0
I was going crazy yesterday.,0.0
Replies to automated messages are not monitored.,0.0
Your UHC Alternate ID is,0.0
You may have also been directed to visit different cities and,0.0
"1550 Princess Street Kingston, ON, CANADA, K7M 9E3",0.0
determine whether or not it is an actual check that has not been cashed.,1.0
I and my late husband have $19.2Million US Dollars in a Bank which I instructed the Bank to give St Andrews Missionary Home in Canada after this sickness started.,1.0
"City of San Jose, Fire Dept.",0.0
For instant claim of your prize do contact the claim office with your under-listed,1.0
All of us at Team Tinypass,0.0
Let me know if there are any problems or if you need more information.,0.0
We appreciate your reporting this matter to us.,0.0
Please forward to the appropriate manager.,0.0
"But I do not want to do myself this time, as since it has to be inspected, you will most likely fail it.",0.0
or reply to this message with the word 'remove' as the first line of your response.,0.0
Please process a wire transfer payment in the amount of $ 300.000 that was,1.0
Required Action : Submit Correct AԀԀress below,0.0
"All records of payments made to each, including:",1.0
Get the myAT&T app*,0.0
One flat bed trailer,0.0
"Answer: My malware uses the driver, I update its signatures every 4 hours so that your antivirus is silent.",0.0
"work, respond kindly for more details.",0.0
(Note: You do not need to click the password link),0.0
"My name is Lisa, I'm in the customer service department and I received your email.",0.0
After your transaction I will erase all your data.,0.0
I will be very glad to read from you ASAP.,0.0
If you are willing to handle this project on my behalf kindly reply urgent,0.0
"Please process this specific LOA write - off request in the amount $ 120,200.39",1.0
You can begin making transfers in three business days.,1.0
Your quick reply is highly appreciated,0.0
struggle to correspond and exchange views without skepticism.,0.0
"If you recall our conversation, I had mentioned that I had applied for the permit online, booked an inspection date and canceled the permit all in the matter of a couple of hours, and I had given you the details of the transactions.",0.0
Download the free iOS or Android app,0.0
Are you aware of this?,0.0
You may also copy and paste the following link into your browser to access the,0.0
May I get the payment detail for this deposit and the last one?,1.0
We appreciate your business and look forward to serving you in the future.,0.0
I hope to hear from you in no distant time.,0.0
Confirm when you 've read and understood this email and I will ask Kevin to contact you,0.0
"This is a Statement of Account, if you did not receive a copy of the listed invoice(s), please email AR@Huseby.com and we will be glad to send you the invoice copy at once.",0.0
"Hello Michelle, Thank you so much.",0.0
Here is the enclosed special courtesy voucher for courtesy 20% Discount Coupon,1.0
Your account leilani.batino@sanjoseca.gov received a new voicenote at 2019-12-19 17:08.,0.0
(4) Confirm able Bank Draft,1.0
City of San Jose- Finance,0.0
He said he would go along with our deal provided that we purchase his product line,1.0
"We are please to inform you that you have been selected for Monetary Compensation of $3,000,000.00 ( Three Million Dollars )from the United Nations COMPENSATION BOARD (UN) for online scam victim,Through the United Nations UN Secretary General (Mr. Antonio Manuel).",1.0
Please read our online,0.0
"Dear City of San Jose,",0.0
Registration discounts for Annual Meetings and for additional technical Forums and Symposia,0.0
We look forward to,0.0
E-mail messages to clients of GlobaLogix may contain information that contain trade secrets and is confidential and legally privileged.,0.0
Both of them told me the check had been issued and had cleared the bank.,1.0
"The law firm we have been working with are , at present , drawing up an",0.0
"The information transmitted, including any attachments, is intended only for the person or entity to which it is addressed and may contain confidential and/or privileged material.",0.0
A/C Model #: NHZ28-0446-G300,0.0
"For the moment, the software has harvrested all your contact information from social networks and email addresses.",0.0
"lead attorney , John Jones , to contact you directly",0.0
The only money you will send to him is $550 for the delivery and Approval Payment Certificate from IMF.,1.0
Your payment in the amount of $654.35 has been received and applied to the following invoice:,1.0
"SunTrust Bank (Atlanta, Georgia, U.S.A)",1.0
He sent me a draft that I commented on and he has not yet returned it to me.,0.0
"I await your prompt response, Regards,",0.0
We have requested Comdata assign a Travel Note to your p-card indicating will be abroad 04/04 – 04/16.,0.0
"Spam detection software, running on the system ""jupiter.au-plovdiv.bg"",",0.0
"The information contained in this email is intended to be sent only to the stated recipient and may contain information that is CONFIDENTIAL, privileged or otherwise protected from disclosure under applicable law.",0.0
